nh,year,villid,thanaid,agehead,sexhead,educhead,famsize,hhland,hhasset,expfd,expnfd,exptot,dmmfd,dfmfd,weight,vaccess,pcirr,rice,wheat,milk,potato,egg,oil,lexptot,lnland,vill,progvillf,progvillm,ps98,blockf1,ps99,blockf2,comsup,_pscore,_treated,_support,_weight,_lexptot,_id,_n1,_nn,_pdif
103015,1,3,10,48,0,5,3,1090,593084.3125,5604.728027,1612.757324,7217.485352,0,0,2.899999857,1,0.75,8.571299553,8.120178223,8.120178223,5.800040245,1.691703916,23.00717354,8.884400368,2.47653842,103,1,1,0.171029169,1,0.010926389,1,1,0.171029169,Untreated,On support,1,,38,,0,
103034,1,3,10,60,1,0,7,48,50100,2381.145752,646.7141113,3027.859863,1,0,1.860000014,1,0.75,8.571299553,8.120178223,8.120178223,5.800040245,1.691703916,23.00717354,8.01594162,0.3920421,103,1,1,0.251332218,2,0.210003693,3,1,0.251332218,Untreated,On support,1,,91,,0,
103035,1,3,10,65,1,0,5,252,165232.0938,3093.788086,1128.02832,4221.816406,0,0,2.899999857,1,0.75,8.571299553,8.120178223,8.120178223,5.800040245,1.691703916,23.00717354,8.348258018,1.258460999,103,1,1,0.243447221,2,0.132550584,2,1,0.243447221,Untreated,On support,1,,87,,0,
103042,1,3,10,42,1,5,5,18,40440,4667.478516,1592.908203,6260.386719,0,1,0.166666657,1,0.75,8.571299553,8.120178223,8.120178223,5.800040245,1.691703916,23.00717354,8.742156982,0.165514439,103,1,1,0.17138553,1,0.279823862,3,1,0.17138553,Treated,On support,1,8.884400368,549,38,1,0.000356361
103045,1,3,10,52,1,5,5,240,184734.0625,4730.816406,863.8510742,5594.66748,0,0,2.899999857,1,0.75,8.571299553,8.120178223,8.120178223,5.800040245,1.691703916,23.00717354,8.629748344,1.223775387,103,1,1,0.158991595,1,0.16503936,2,1,0.158991595,Untreated,On support,1,,29,,0,
103054,1,3,10,32,1,0,3,2,6950,2917.85083,445.4821777,3363.333008,0,1,1.860000014,1,0.75,8.571299553,8.120178223,8.120178223,5.800040245,1.691703916,23.00717354,8.120985031,0.019802628,103,1,1,0.297860296,2,0.281446142,3,1,0.297860296,Treated,On support,1,8.896444321,625,142,1,0.001115254
103062,1,3,10,34,1,5,5,148,69409,3445.662354,518.3381348,3964.000488,0,1,0.166666657,1,0.75,8.571299553,8.120178223,8.120178223,5.800040245,1.691703916,23.00717354,8.285261154,0.908258557,103,1,1,0.181733435,1,0.211275013,3,1,0.181733435,Treated,On support,1,8.450095177,551,45,1,0.000424104
103082,1,3,10,55,1,0,4,75,43415,2391.392578,338.3408203,2729.733398,0,1,0.166666657,1,0.75,8.571299553,8.120178223,8.120178223,5.800040245,1.691703916,23.00717354,7.912325382,0.559615791,103,1,1,0.259350205,2,0.199354207,2,1,0.259350205,Treated,On support,1,9.590731621,599,98,1,0.000188792
103122,1,3,10,45,1,0,6,27,33410,4060.540283,1544.300049,5604.840332,0,1,0.166666657,1,0.75,8.571299553,8.120178223,8.120178223,5.800040245,1.691703916,23.00717354,8.63156414,0.239016905,103,1,1,0.275773609,2,0.2420125,3,1,0.275773609,Treated,On support,1,8.080024719,612,116,1,0.001086635
111015,1,1,11,60,1,0,9,442,1036134.813,4615.269043,896.6030273,5511.87207,0,0,2.507936478,1,0.100000001,10.26300335,9.473542213,12.18026829,6.944785118,1.691703916,40.60089493,8.614841461,1.690095782,111,1,1,0.364812021,2,0.065162391,1,1,0.364812021,Untreated,On support,1,,225,,0,
111022,1,1,11,45,1,1,7,5,15770,3332.753418,636.0808105,3968.834229,1,1,0.166666657,1,0.100000001,10.26300335,9.473542213,12.18026829,6.944785118,1.691703916,40.60089493,8.28647995,0.048790164,111,1,1,0.365268159,2,0.185994456,2,1,0.365268159,Treated,On support,1,8.391320229,708,239,1,0.007601987
111032,1,1,11,42,1,0,5,6,6705,6226.552734,2974.827148,9201.379883,1,1,0.166666657,1,0.100000001,10.26300335,9.473542213,12.18026829,6.944785118,1.691703916,40.60089493,9.127217293,0.058268908,111,1,1,0.399055116,2,0.183793637,2,1,0.399055116,Treated,On support,1,8.031113625,786,317,1,0.005839184
111042,1,1,11,32,1,5,6,8,30220,7189.064941,1234.943848,8424.008789,1,0,0.166666657,1,0.100000001,10.26300335,9.473542213,12.18026829,6.944785118,1.691703916,40.60089493,9.038959503,0.07696104,111,1,1,0.282943351,2,0.214920095,3,1,0.282943351,Untreated,On support,1,,124,,0,
111045,1,1,11,46,1,5,3,60,110062.25,5001.12793,2267.560059,7268.687988,0,0,2.507936478,1,0.100000001,10.26300335,9.473542213,12.18026829,6.944785118,1.691703916,40.60089493,8.891469002,0.470003635,111,1,1,0.259791198,2,0.165390695,2,1,0.259791198,Untreated,On support,1,,99,,0,
111062,1,1,11,63,1,1,8,3,16082,3140.479004,932.9748535,4073.453857,1,1,0.166666657,1,0.100000001,10.26300335,9.473542213,12.18026829,6.944785118,1.691703916,40.60089493,8.312492371,0.029558802,111,1,1,0.332055523,2,0.170335121,2,1,0.332055523,Treated,On support,1,8.249825478,651,182,1,0.002481622
111082,1,1,11,65,1,3,4,20,20315,3966.030518,1203.308838,5169.339355,1,1,0.166666657,1,0.100000001,10.26300335,9.473542213,12.18026829,6.944785118,1.691703916,40.60089493,8.550693512,0.182321563,111,1,1,0.277086417,2,0.163802702,2,1,0.277086417,Treated,On support,1,7.954183102,613,117,1,0.001652296
111102,1,1,11,35,1,0,2,7,8775,4133.170898,911.8286133,5044.999512,1,0,0.166666657,1,0.100000001,10.26300335,9.473542213,12.18026829,6.944785118,1.691703916,40.60089493,8.526350975,0.067658648,111,1,1,0.41260116,3,0.189897775,2,1,0.41260116,Untreated,On support,1,,338,,0,
111112,1,1,11,30,1,0,6,6,7490,2967.022949,411.9863281,3379.009277,1,1,0.166666657,1,0.100000001,10.26300335,9.473542213,12.18026829,6.944785118,1.691703916,40.60089493,8.125634193,0.058268908,111,1,1,0.422342062,3,0.195816653,2,1,0.422342062,Treated,On support,1,8.527222633,846,377,1,0.010215999
112014,1,2,11,25,1,0,3,7,27220,4036.179688,592.0966797,4628.276367,0,1,1.655172467,1,0.200000003,9.247981071,8.120178223,10.82690525,6.257938385,1.691703916,40.60089493,8.440155983,0.067658648,112,1,1,0.419630603,3,0.15172069,2,1,0.419630603,Treated,On support,1,8.58364296,840,371,1,0.011993121
112022,1,2,11,45,1,0,9,45,45280,2739.357178,540.8190918,3280.17627,1,1,0.451559901,1,0.200000003,9.247981071,8.120178223,10.82690525,6.257938385,1.691703916,40.60089493,8.095956802,0.371563554,112,1,1,0.381077532,2,0.114190101,2,1,0.381077532,Treated,On support,1,8.381975174,738,269,1,0.005721862
112024,1,2,11,70,1,0,6,15,27371.76758,2876.347656,949.6098633,3825.95752,0,0,1.655172467,1,0.200000003,9.247981071,8.120178223,10.82690525,6.257938385,1.691703916,40.60089493,8.249825478,0.13976194,112,1,1,0.334537146,2,0.111334464,2,1,0.334537146,Untreated,On support,1,,182,,0,
112032,1,2,11,60,1,9,6,38,8995,3508.59375,1129.494141,4638.087891,0,1,0.451559901,1,0.200000003,9.247981071,8.120178223,10.82690525,6.257938385,1.691703916,40.60089493,8.44227314,0.322083503,112,1,1,0.149092957,1,0.136115265,2,1,0.149092957,Treated,On support,1,7.989208698,541,25,1,0.001786683
112034,1,2,11,42,0,5,4,91,216876.4219,4201.177246,14166.32813,18367.50586,0,0,1.655172467,1,0.200000003,9.247981071,8.120178223,10.82690525,6.257938385,1.691703916,40.60089493,9.818392754,0.64710325,112,1,1,0.265208087,2,0.017011023,1,1,0.265208087,Untreated,On support,1,,105,,0,
112044,1,2,11,28,1,3,5,1,5075,3270.808105,691.9746094,3962.782715,0,1,1.655172467,1,0.200000003,9.247981071,8.120178223,10.82690525,6.257938385,1.691703916,40.60089493,8.284954071,0.00995033,112,1,1,0.330421205,2,0.165429671,2,1,0.330421205,Treated,On support,1,7.904031277,647,178,1,0.00076485
112045,1,2,11,45,1,5,5,203,99654.89844,5182.297852,4895.791016,10078.08887,0,0,2.101806164,1,0.200000003,9.247981071,8.120178223,10.82690525,6.257938385,1.691703916,40.60089493,9.21821785,1.108562589,112,1,1,0.25114689,2,0.085344477,1,1,0.25114689,Untreated,On support,1,,90,,0,
112052,1,2,11,55,1,5,8,235,106855,3899.208252,1650.933838,5550.14209,0,1,0.451559901,1,0.200000003,9.247981071,8.120178223,10.82690525,6.257938385,1.691703916,40.60089493,8.621759415,1.208960295,112,1,1,0.235518828,2,0.074863614,1,1,0.235518828,Treated,On support,1,8.481214523,583,81,1,0.003343575
112062,1,2,11,22,1,5,2,2,4723.237305,3061.307373,543.0368652,3604.344238,0,0,0.451559901,1,0.200000003,9.247981071,8.120178223,10.82690525,6.257938385,1.691703916,40.60089493,8.190172195,0.019802628,112,1,1,0.2890714,2,0.178480053,2,1,0.2890714,Untreated,On support,1,,130,,0,
112072,1,2,11,40,0,0,6,10,17238.46289,2159.741943,320.0705566,2479.8125,0,0,0.451559901,1,0.200000003,9.247981071,8.120178223,10.82690525,6.257938385,1.691703916,40.60089493,7.8163414,0.095310181,112,1,1,0.401619861,3,0.022276077,1,1,0.401619861,Untreated,On support,1,,309,,0,
112102,1,2,11,34,1,2,4,3,6660,2698.605957,458.6210938,3157.227051,1,1,0.451559901,1,0.200000003,9.247981071,8.120178223,10.82690525,6.257938385,1.691703916,40.60089493,8.057765961,0.029558802,112,1,1,0.346403796,2,0.154511422,2,1,0.346403796,Treated,On support,1,8.178508759,672,203,1,0.002782542
112112,1,2,11,55,1,0,4,46,54830,4315.875,1075.923828,5391.798828,1,1,0.451559901,1,0.200000003,9.247981071,8.120178223,10.82690525,6.257938385,1.691703916,40.60089493,8.592820168,0.378436446,112,1,1,0.362209634,2,0.106788251,2,1,0.362209634,Treated,On support,1,8.572218895,701,232,1,0.006533889
113014,1,3,11,42,1,3,6,10,17208.01172,2312.784668,586.1191406,2898.903809,0,0,2.021739244,1,0.300000012,10.03744316,6.766815662,11.50358677,6.792152405,1.522533536,50.75111771,7.972432613,0.095310181,113,1,1,0.43315929,3,0.134712892,2,1,0.43315929,Untreated,On support,1,,379,,0,
113015,1,3,11,36,1,5,6,116,97222.22656,4965.038086,4552.149414,9517.1875,0,0,2.789855003,1,0.300000012,10.03744316,6.766815662,11.50358677,6.792152405,1.522533536,50.75111771,9.160960197,0.770108223,113,1,1,0.387559453,2,0.1010876,2,1,0.387559453,Untreated,On support,1,,270,,0,
113025,1,3,11,27,1,8,3,1,1,6377.949219,2140.794922,8518.744141,0,1,2.789855003,1,0.300000012,10.03744316,6.766815662,11.50358677,6.792152405,1.522533536,50.75111771,9.050141335,0.00995033,113,1,1,0.322144871,2,0.173710898,2,1,0.322144871,Treated,On support,1,8.224532127,639,169,1,0.000476751
113034,1,3,11,39,1,0,5,46,27028,3459.196045,959.3991699,4418.595215,0,1,2.021739244,1,0.300000012,10.03744316,6.766815662,11.50358677,6.792152405,1.522533536,50.75111771,8.393803596,0.378436446,113,1,1,0.526938157,3,0.108152975,2,1,0.526938157,Treated,On support,1,8.925179482,1044,41,1,0.350381856
113035,1,3,11,48,1,10,3,375,582927.3125,4797.221191,4702.936035,9500.157227,0,0,2.789855003,1,0.300000012,10.03744316,6.766815662,11.50358677,6.792152405,1.522533536,50.75111771,9.159169197,1.558144569,113,1,1,0.237673358,2,0.066519081,1,1,0.237673358,Untreated,On support,1,,80,,0,
113045,1,3,11,40,1,9,8,189,163262.9531,3637.33252,1243.063965,4880.396484,0,1,2.789855003,1,0.300000012,10.03744316,6.766815662,11.50358677,6.792152405,1.522533536,50.75111771,8.493186951,1.061256528,113,1,1,0.274174908,2,0.092952961,1,1,0.274174908,Treated,On support,1,8.740376472,609,113,1,0.000110728
113052,1,3,11,29,1,0,3,3,4503,3585.509766,531.4208984,4116.930664,1,1,0.126811579,1,0.300000012,10.03744316,6.766815662,11.50358677,6.792152405,1.522533536,50.75111771,8.323105812,0.029558802,113,1,1,0.546760972,3,0.13943214,2,1,0.546760972,Treated,On support,1,9.113386154,1065,5,1,0.440976748
113062,1,3,11,42,1,1,5,14,27440,5481.120605,1023.54834,6504.668945,1,1,0.126811579,1,0.300000012,10.03744316,6.766815662,11.50358677,6.792152405,1.522533536,50.75111771,8.780428886,0.131028265,113,1,1,0.491605567,3,0.125349327,2,1,0.491605567,Treated,On support,1,7.810688019,996,527,1,0.111333253
113082,1,3,11,34,1,6,7,8,15240,3624.306396,850.8786621,4475.185059,1,1,0.126811579,1,0.300000012,10.03744316,6.766815662,11.50358677,6.792152405,1.522533536,50.75111771,8.406526566,0.07696104,113,1,1,0.363412948,2,0.15381828,2,1,0.363412948,Treated,On support,1,8.495810509,704,235,1,0.007591015
113092,1,3,11,34,1,0,5,6,11875,4542.157227,1151.17041,5693.327637,1,0,0.126811579,1,0.300000012,10.03744316,6.766815662,11.50358677,6.792152405,1.522533536,50.75111771,8.64722538,0.058268908,113,1,1,0.536861006,3,0.133296144,2,1,0.536861006,Untreated,On support,1,,492,,0,
113102,1,3,11,30,1,0,4,2,4965,4660.644043,567.7358398,5228.379883,1,0,0.126811579,1,0.300000012,10.03744316,6.766815662,11.50358677,6.792152405,1.522533536,50.75111771,8.562047958,0.019802628,113,1,1,0.544783102,3,0.139335603,2,1,0.544783102,Untreated,On support,1,,501,,0,
121014,1,1,12,62,1,0,7,10,16570,4307.174805,433.7529297,4740.927734,0,1,2.217821836,1,0.050000001,11.95470715,8.120178223,10.82690525,8.089529991,2.368385553,40.60089493,8.464199066,0.095310181,121,1,1,0.378434311,2,0.091429248,1,1,0.378434311,Treated,On support,1,8.351233482,723,254,1,0.001178085
121024,1,1,12,27,1,0,3,6,11388.55078,4739.251953,1246.672852,5985.924805,0,0,2.217821836,1,0.050000001,11.95470715,8.120178223,10.82690525,8.089529991,2.368385553,40.60089493,8.697333336,0.058268908,121,1,1,0.446336809,3,0.116965474,2,1,0.446336809,Untreated,On support,1,,400,,0,
121034,1,1,12,50,1,5,6,10,37318.98828,6156.899902,3104.840332,9261.740234,0,0,2.217821836,1,0.050000001,11.95470715,8.120178223,10.82690525,8.089529991,2.368385553,40.60089493,9.13375473,0.095310181,121,1,1,0.268307323,2,0.113748517,2,1,0.268307323,Untreated,On support,1,,107,,0,
121035,1,1,12,68,1,5,7,129,92005,1980.163574,333.0239258,2313.1875,1,0,2.178217649,1,0.050000001,11.95470715,8.120178223,10.82690525,8.089529991,2.368385553,40.60089493,7.746813774,0.828551829,121,1,1,0.239543282,2,0.064460259,1,1,0.239543282,Untreated,On support,1,,82,,0,
121045,1,1,12,48,1,0,5,168,184686.7031,3250.778076,278.7929688,3529.571045,0,0,2.178217649,1,0.050000001,11.95470715,8.120178223,10.82690525,8.089529991,2.368385553,40.60089493,8.169215202,0.985816777,121,1,1,0.405271327,3,0.057299852,1,1,0.405271327,Untreated,On support,1,,320,,0,
121052,1,1,12,73,1,2,8,143,173792.1406,3091.758057,835.7016602,3927.459717,0,0,0.198019803,1,0.050000001,11.95470715,8.120178223,10.82690525,8.089529991,2.368385553,40.60089493,8.276002884,0.887891233,121,1,1,0.304400381,2,0.054227477,1,1,0.304400381,Untreated,On support,1,,150,,0,
121092,1,1,12,45,1,0,7,1,9036,3336.619873,812.6945801,4149.314453,1,1,0.198019803,1,0.050000001,11.95470715,8.120178223,10.82690525,8.089529991,2.368385553,40.60089493,8.330939293,0.00995033,121,1,1,0.411085322,3,0.107365415,2,1,0.411085322,Treated,On support,1,8.575942039,819,350,1,0.009235725
121102,1,1,12,36,1,0,5,7,8300,2335.634033,422.3847656,2758.018799,1,0,0.198019803,1,0.050000001,11.95470715,8.120178223,10.82690525,8.089529991,2.368385553,40.60089493,7.92263031,0.067658648,121,1,1,0.428639891,3,0.109969813,2,1,0.428639891,Untreated,On support,1,,364,,0,
122015,1,2,12,53,0,0,7,110,161084.0625,3447.209229,420.9926758,3868.201904,0,0,1.878453016,1,0.050000001,8.796859741,6.090134144,9.473542213,5.952672482,1.691703916,37.89416885,8.260803223,0.741937339,122,0,1,0.313299679,2,0.008318056,1,1,0.313299679,Untreated,On support,1,,157,,0,
122022,1,2,12,30,1,0,4,8,10315,2426.918457,447.7939453,2874.712402,1,0,0.331491679,1,0.050000001,8.796859741,6.090134144,9.473542213,5.952672482,1.691703916,37.89416885,7.964055538,0.07696104,122,0,1,0.344476798,2,0.120530348,2,1,0.344476798,Untreated,On support,1,,195,,0,
122025,1,2,12,32,1,0,4,3,17932.06055,3447.015869,1058.160889,4505.176758,0,0,1.878453016,1,0.050000001,8.796859741,6.090134144,9.473542213,5.952672482,1.691703916,37.89416885,8.413204193,0.029558802,122,0,1,0.340808765,2,0.122234333,2,1,0.340808765,Untreated,On support,1,,190,,0,
122034,1,2,12,70,1,0,7,219,341345.25,3748.429199,2500.821289,6249.250488,0,0,2.077347994,1,0.050000001,8.796859741,6.090134144,9.473542213,5.952672482,1.691703916,37.89416885,8.740376472,1.160020947,122,0,1,0.274285636,2,0.046277208,1,1,0.274285636,Untreated,On support,1,,113,,0,
122062,1,2,12,47,0,0,7,20,29882.25781,3186.01001,496.3942871,3682.404297,0,0,0.331491679,1,0.050000001,8.796859741,6.090134144,9.473542213,5.952672482,1.691703916,37.89416885,8.211592674,0.182321563,122,0,1,0.32398835,2,0.014427018,1,1,0.32398835,Untreated,On support,1,,171,,0,
122122,1,2,12,30,1,0,2,28,10225,4191.365723,2138.313477,6329.679199,1,0,0.331491679,1,0.050000001,8.796859741,6.090134144,9.473542213,5.952672482,1.691703916,37.89416885,8.753162384,0.246860072,122,0,1,0.344476798,2,0.1095144,2,1,0.344476798,Untreated,On support,1,,196,,0,
123012,1,3,12,25,1,0,2,20,27900,4600.081055,1121.599609,5721.680664,0,1,0.186846033,0,0.5,8.796859741,6.090134144,8.120178223,5.952672482,1.691703916,40.60089493,8.652193069,0.182321563,123,1,1,0.49005899,3,0.138945825,2,1,0.49005899,Treated,On support,1,7.962033749,994,525,1,0.107842775
123022,1,3,12,35,1,10,5,20,33365,2236.838623,784.2739258,3021.112549,0,1,0.186846033,0,0.5,8.796859741,6.090134144,8.120178223,5.952672482,1.691703916,40.60089493,8.013710976,0.182321563,123,1,1,0.208598511,2,0.168437386,2,1,0.208598511,Treated,On support,1,8.639698982,565,63,1,0.002100819
123032,1,3,12,31,1,0,6,40,33595,2570.036621,471.9853516,3042.021973,0,1,0.186846033,0,0.5,8.796859741,6.090134144,8.120178223,5.952672482,1.691703916,40.60089493,8.020606041,0.336472243,123,1,1,0.478122996,3,0.123278731,2,1,0.478122996,Treated,On support,1,8.562047958,970,501,1,0.066660107
123035,1,3,12,60,0,0,3,331,117260,3855.280518,1746.966064,5602.246582,0,1,2.032884836,0,0.5,8.796859741,6.090134144,8.120178223,5.952672482,1.691703916,40.60089493,8.631101608,1.460937858,123,1,1,0.432091292,3,0.005282252,1,1,0.432091292,Treated,On support,1,8.343411446,876,407,1,0.01821034
123042,1,3,12,75,1,0,2,17.5,18530,3604.005859,866.1523438,4470.158203,0,1,0.186846033,0,0.5,8.796859741,6.090134144,8.120178223,5.952672482,1.691703916,40.60089493,8.405403137,0.161268145,123,1,1,0.391867637,2,0.103331567,2,1,0.391867637,Treated,On support,1,8.588480949,765,296,1,0.004338124
123044,1,3,12,38,1,0,6,12,9541.209961,1336.220459,276.8754883,1613.095947,0,0,2.331838608,0,0.5,8.796859741,6.090134144,8.120178223,5.952672482,1.691703916,40.60089493,7.386530399,0.113328688,123,1,1,0.464223178,3,0.133488621,2,1,0.464223178,Untreated,On support,1,,429,,0,
123052,1,3,12,48,1,9,5,11,38617,3738.530029,1564.488037,5303.018066,0,1,0.186846033,0,0.5,8.796859741,6.090134144,8.120178223,5.952672482,1.691703916,40.60089493,8.576219559,0.104360014,123,1,1,0.21112442,2,0.159015939,2,1,0.21112442,Treated,On support,1,7.996183395,567,65,1,0.002044949
123062,1,3,12,32,1,5,6,18.75,42975,3442.053467,524.9921875,3967.045654,1,0,0.186846033,0,0.5,8.796859741,6.090134144,8.120178223,5.952672482,1.691703916,40.60089493,8.286028862,0.171850264,123,1,1,0.334293272,2,0.152303377,2,1,0.334293272,Untreated,On support,1,,180,,0,
123112,1,3,12,27,1,3,4,50,26235,3701.447998,871.2277832,4572.675781,0,1,0.186846033,0,0.5,8.796859741,6.090134144,8.120178223,5.952672482,1.691703916,40.60089493,8.428072929,0.405465096,123,1,1,0.399036368,2,0.131670898,2,1,0.399036368,Treated,On support,1,7.733974934,785,316,1,0.005316812
131014,1,1,13,39,1,0,5,39,55200,2405.467529,424.550293,2830.017822,1,1,1.944954157,1,0.400000006,9.473542213,6.090134144,13.53363132,6.410571098,1.353363156,37.89416885,7.948391438,0.329303741,131,1,1,0.411794925,3,0.193481794,2,1,0.411794925,Treated,On support,1,7.495079994,822,353,1,0.010407047
131015,1,1,13,71,1,5,7,338,470458.7813,7328.267578,2155.907227,9484.174805,0,0,2.201834917,1,0.400000006,9.473542213,6.090134144,13.53363132,6.410571098,1.353363156,37.89416885,9.157485008,1.477048755,131,1,1,0.226367047,2,0.099204991,1,1,0.226367047,Untreated,On support,1,,71,,0,
131022,1,1,13,29,1,0,4,2,2098,2354.175049,857.6938477,3211.868896,1,0,0.305810392,1,0.400000006,9.473542213,6.090134144,13.53363132,6.410571098,1.353363156,37.89416885,8.074919701,0.019802628,131,1,1,0.431316497,3,0.234299967,3,1,0.431316497,Untreated,On support,1,,370,,0,
131025,1,1,13,55,1,0,13,162,217275.6875,2586.172852,1191.896484,3778.069336,0,0,2.201834917,1,0.400000006,9.473542213,6.090134144,13.53363132,6.410571098,1.353363156,37.89416885,8.237233162,0.963174343,131,1,1,0.381028407,2,0.127961375,2,1,0.381028407,Untreated,On support,1,,256,,0,
131032,1,1,13,35,1,3,4,60,58413,2354.175049,572.9802246,2927.155273,1,0,0.305810392,1,0.400000006,9.473542213,6.090134144,13.53363132,6.410571098,1.353363156,37.89416885,7.982127666,0.470003635,131,1,1,0.335816716,2,0.19797538,2,1,0.335816716,Untreated,On support,1,,183,,0,
131035,1,1,13,65,1,0,3,157.6000061,195743.6719,5203.22998,3152.208496,8355.438477,0,0,2.201834917,1,0.400000006,9.473542213,6.090134144,13.53363132,6.410571098,1.353363156,37.89416885,9.030787468,0.946237803,131,1,1,0.362161306,2,0.121529782,2,1,0.362161306,Untreated,On support,1,,221,,0,
131042,1,1,13,40,1,0,7,1,7050,2018.831055,249.598877,2268.429932,1,0,0.305810392,1,0.400000006,9.473542213,6.090134144,13.53363132,6.410571098,1.353363156,37.89416885,7.727283955,0.00995033,131,1,1,0.409853887,3,0.22299592,3,1,0.409853887,Untreated,On support,1,,329,,0,
131054,1,1,13,43,1,12,4,148.5,204383.5469,7437.406738,2381.750488,9819.157227,0,0,1.944954157,1,0.400000006,9.473542213,6.090134144,13.53363132,6.410571098,1.353363156,37.89416885,9.192192078,0.910272658,131,1,1,0.129944811,1,0.189411782,2,1,0.129944811,Untreated,On support,1,,14,,0,
132015,1,2,13,62,0,0,1,45.5,53457.83984,6547.570801,1339.82959,7887.400391,0,0,2.342342138,1,0.5,8.571299553,6.766815662,13.53363132,5.800040245,1.691703916,35.18743896,8.973148346,0.375005901,132,1,1,0.351317749,2,0.015694236,1,1,0.351317749,Untreated,On support,1,,205,,0,
132022,1,2,13,45,1,0,7,30,43100,1847.920654,326.7404785,2174.661133,1,0,0.315315306,1,0.5,8.571299553,6.766815662,13.53363132,5.800040245,1.691703916,35.18743896,7.685087681,0.262364268,132,1,1,0.372414215,2,0.127864404,2,1,0.372414215,Untreated,On support,1,,237,,0,
132042,1,2,13,29,1,16,3,20,56450,5082.32959,885.3251953,5967.654785,1,0,0.315315306,1,0.5,8.571299553,6.766815662,13.53363132,5.800040245,1.691703916,35.18743896,8.69427681,0.182321563,132,1,1,0.07722891,,0.21417617,3,1,0.07722891,Untreated,On support,1,,2,,0,
132045,1,2,13,73,1,2,8,632,713047.6875,4006.631592,2331.590576,6338.222168,0,0,2.342342138,1,0.5,8.571299553,6.766815662,13.53363132,5.800040245,1.691703916,35.18743896,8.75451088,1.990610361,132,1,1,0.27010416,2,0.037114022,1,1,0.27010416,Untreated,On support,1,,111,,0,
132062,1,2,13,76,1,0,7,52,82600,2245.036133,1453.898438,3698.93457,1,0,0.315315306,1,0.5,8.571299553,6.766815662,13.53363132,5.800040245,1.691703916,35.18743896,8.216070175,0.418710321,132,1,1,0.315550834,2,0.096228883,1,1,0.315550834,Untreated,On support,1,,162,,0,
132072,1,2,13,48,1,10,4,2,17000,5002.030273,3090.57373,8092.604004,1,1,0.315315306,1,0.5,8.571299553,6.766815662,13.53363132,5.800040245,1.691703916,35.18743896,8.998829842,0.019802628,132,1,1,0.140761582,1,0.182756022,2,1,0.140761582,Treated,On support,1,9.486151695,536,20,1,0.000310776
132092,1,2,13,56,1,0,5,27,45239,3297.604736,451.4816895,3749.086426,1,0,0.315315306,1,0.5,8.571299553,6.766815662,13.53363132,5.800040245,1.691703916,35.18743896,8.229534149,0.239016905,132,1,1,0.35183785,2,0.121123265,2,1,0.35183785,Untreated,On support,1,,207,,0,
133012,1,3,13,41,1,0,5,3,7250,2784.138428,1144.268555,3928.406982,0,1,0.338345855,1,0.75,8.909640312,6.766815662,12.18026829,6.028989315,1.353363156,33.83407593,8.276244164,0.029558802,133,1,1,0.40527256,3,0.25908035,3,1,0.40527256,Treated,On support,1,8.084874153,805,336,1,0.006832197
133015,1,3,13,75,1,0,8,364,490255.8125,3251.116455,3294.762451,6545.878906,0,0,2.205513716,1,0.75,8.909640312,6.766815662,12.18026829,6.028989315,1.353363156,33.83407593,8.786744118,1.534714341,133,1,1,0.341120974,2,0.10119041,2,1,0.341120974,Untreated,On support,1,,191,,0,
133025,1,3,13,72,1,0,4,69,45673,2365.001953,1153.742188,3518.744141,0,1,2.205513716,1,0.75,8.909640312,6.766815662,12.18026829,6.028989315,1.353363156,33.83407593,8.166143417,0.524728537,133,1,1,0.346630435,2,0.177169459,2,1,0.346630435,Treated,On support,1,8.294350624,673,204,1,0.004527297
133034,1,3,13,43,1,0,6,1,2700,2227.18457,231.7634277,2458.947998,1,0,1.864661694,1,0.75,8.909640312,6.766815662,12.18026829,6.028989315,1.353363156,33.83407593,7.80789566,0.00995033,133,1,1,0.401408057,3,0.258809125,3,1,0.401408057,Untreated,On support,1,,308,,0,
133054,1,3,13,49,1,0,8,34,49900,2564.284668,463.1040039,3027.388672,0,1,1.864661694,1,0.75,8.909640312,6.766815662,12.18026829,6.028989315,1.353363156,33.83407593,8.015786171,0.292669624,133,1,1,0.3898737,2,0.222532367,3,1,0.3898737,Treated,On support,1,7.888502598,760,291,1,0.004741586
133062,1,3,13,34,1,14,4,66,79134.52344,6540.127441,9459.669922,15999.79688,0,0,0.338345855,1,0.75,8.909640312,6.766815662,12.18026829,6.028989315,1.353363156,33.83407593,9.680394173,0.506817579,133,1,1,0.108258923,1,0.289968911,3,1,0.108258923,Untreated,On support,1,,6,,0,
133072,1,3,13,42,1,0,6,39,101714,2692.290283,482.2485352,3174.538818,1,1,0.338345855,1,0.75,8.909640312,6.766815662,12.18026829,6.028989315,1.353363156,33.83407593,8.063232422,0.329303741,133,1,1,0.403339128,3,0.226614114,3,1,0.403339128,Treated,On support,1,7.919661999,795,326,1,0.0058104
133112,1,3,13,47,1,0,6,1,1425,1524.338013,94.84814453,1619.186157,1,0,0.338345855,1,0.75,8.909640312,6.766815662,12.18026829,6.028989315,1.353363156,33.83407593,7.390296459,0.00995033,133,1,1,0.39370827,2,0.254049027,3,1,0.39370827,Untreated,On support,1,,289,,0,
